Furniture Name	Y/N	Quality	Crafting Station	Category	Mat1	Q1	MatPrice1	Mat2	Q2	MatPrice2	Mat3	Q3	MatPrice3	Mat4	Q4	MatPrice4	Mat5	Q5	MatPrice5	Mat6	Q6	MatPrice6	Rarity Bonus	Total	Rounded Total
Apparatus, Gem Calipers		Legendary	Blacksmithing	Workshop	Regulus	15	100	Mundane Rune	15	1200	Alchemical Resin	13	30	Decorative Wax	11	750	Nickel	20	15	Tempering Alloy	1	10000	10000	48440	49000
Apple, Display		Fine	Provisioning	Hearth	Decorative Wax	3	750	Nickel	5	15	Apples	2	8	Flour	20	60							1000	4541	5000
Argonian Banner, Half Hands		Epic	Clothing	Parlor	Bast	12	30	Decorative Wax	8	750	Heartwood	8	1200	Flint	15	15	Elegant Lining	3	300				5000	22085	23000
Argonian Banner, Hanging		Fine	Clothing	Parlor	Bast	7	30	Alchemical Resin	4	30	Flint	5	15	Fire Opal	10	4	Hemming	9	15				1000	1580	2000
Argonian Banners, Frilled		Epic	Clothing	Parlor	Bast	12	30	Decorative Wax	7	750	Heartwood	9	1200	Flint	15	15	Elegant Lining	3	300				5000	22535	23000
Argonian Bar, Woven Corner		Superior	Woodworking	Dining	Heartwood	10	1200	Regulus	5	100	Clean Pelt	8	8	Flint	10	15	Turpen	6	30				2000	14894	15000
Argonian Bark, Painted		Epic	Woodworking	Undercroft	Heartwood	12	1200	Mundane Rune	8	1200	Alchemical Resin	8	30	Flint	15	15	Ruby	16	10	Mastic	3	1500	5000	34125	35000
Argonian Basket, Closed		Superior	Clothing	Hearth	Clean Pelt	7	8	Alchemical Resin	5	30	Heartwood	5	1200	Flint	10	15	Embroidery	6	21				2000	8482	9000
Argonian Basket, Serving		Fine	Clothing	Hearth	Bast	4	30	Flint	5	15	Hemming	9	15										1000	1330	2000
Argonian Basket, Woven		Superior	Clothing	Hearth	Bast	7	30	Decorative Wax	5	750	Heartwood	5	1200	Flint	10	15	Embroidery	6	21				2000	12236	13000
Argonian Baskets, Double		Fine	Clothing	Hearth	Bast	5	30	Flint	5	15	Hemming	9	15										1000	1360	2000
Argonian Bed, Woven		Superior	Woodworking	Suite	Heartwood	9	1200	Bast	8	30	Decorative Wax	4	750	Flint	10	15	Turpen	6	30				2000	16370	17000
Argonian Bedroll, Woven		Epic	Clothing	Suite	Bast	12	30	Alchemical Resin	7	30	Heartwood	9	1200	Flint	15	15	Ruby	16	10	Elegant Lining	3	300	5000	17655	18000
Argonian Bench, Woven		Superior	Woodworking	Dining	Heartwood	8	1200	Regulus	5	100	Bast	6	30	Flint	10	15	Turpen	6	30				2000	12610	13000
Argonian Bin, Woven		Superior	Clothing	Hearth	Bast	7	30	Alchemical Resin	5	30	Heartwood	5	1200	Flint	10	15	Embroidery	6	21				2000	8636	9000
Argonian Bone Chimes		Epic	Provisioning	Undercroft	Decorative Wax	10	750	Bast	6	30	Heartwood	8	1200	Flint	15	15	Frost Mirriam	3	70				5000	22715	23000
Argonian Bookcase, Sturdy		Superior	Woodworking	Library	Heartwood	10	1200	Regulus	6	100	Bast	7	30	Flint	10	15	Turpen	6	30				2000	15140	16000
Argonian Bookshelf, Woven		Superior	Woodworking	Library	Heartwood	9	1200	Regulus	6	100	Bast	6	30	Flint	10	15	Turpen	6	30				2000	13910	14000
Argonian Bowl, Bordered		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Decorative Wax	6	750	Flint	10	15	Denata	6	8							2000	17498	18000
Argonian Bowl, Ritual		Epic	Enchanting	Hearth	Mundane Rune	11	1200	Flint	15	15	Regulus	7	100	Alchemical Resin	8	30	Rekuta	3	70				5000	19575	20000
Argonian Bowl, Serving		Superior	Blacksmithing	Hearth	Regulus	7	100	Mundane Rune	6	1200	Decorative Wax	4	750	Flint	10	15	Dwarven Oil	6	22				2000	13182	14000
Argonian Bowl, Wooden		Fine	Enchanting	Hearth	Heartwood	6	1200	Flint	5	15	Jejota	9	2										1000	8293	9000
Argonian Box, Woven		Superior	Clothing	Hearth	Bast	7	30	Starmetal	10	15	Embroidery	6	21	Heartwood	5	1200							2000	8486	9000
Argonian Brazier, Mud		Epic	Enchanting	Lighting	Mundane Rune	13	1200	Regulus	9	100	Alchemical Resin	8	30	Flint	15	15	Rakeipa	18	140	Rekuta	3	70	5000	24695	25000
Argonian Cage, Bird		Superior	Woodworking	Hearth	Heartwood	8	1200	Mundane Rune	5	1200	Decorative Wax	6	750	Flint	10	15	Turpen	6	30				2000	22430	23000
Argonian Cage, Rat		Superior	Woodworking	Hearth	Heartwood	7	1200	Mundane Rune	5	1200	Decorative Wax	5	750	Flint	10	15	Turpen	6	30				2000	20480	21000
Argonian Canopy, Frilled		Epic	Clothing	Structures	Bast	12	30	Decorative Wax	8	750	Heartwood	8	1200	Flint	15	15	Elegant Lining	3	300				5000	22085	23000
Argonian Canopy, Reed		Fine	Woodworking	Structures	Heartwood	6	1200	Bast	4	30	Flint	5	15	Pitch	9	100							1000	9295	10000
Argonian Canopy, Scaled		Epic	Clothing	Structures	Bast	10	30	Decorative Wax	7	750	Heartwood	7	1200	Flint	15	15	Elegant Lining	3	300				5000	20075	21000
Argonian Canopy, Skull		Epic	Clothing	Structures	Bast	11	30	Decorative Wax	7	750	Heartwood	8	1200	Flint	15	15	Elegant Lining	3	300				5000	21305	22000
Argonian Censer		Epic	Enchanting	Undercroft	Mundane Rune	12	1200	Alchemical Resin	6	30	Heartwood	10	1200	Flint	15	15	Rakeipa	16	140	Rekuta	3	70	5000	34255	35000
Argonian Chair, Rough		Fine	Woodworking	Dining	Heartwood	5	1200	Flint	5	15	Pitch	9	100										1000	7975	8000
Argonian Chair, Woven		Superior	Woodworking	Dining	Heartwood	7	1200	Regulus	4	100	Bast	6	30	Flint	10	15	Turpen	6	30				2000	11310	12000
Argonian Chest, Carved		Epic	Enchanting	Suite	Mundane Rune	13	1200	Regulus	10	100	Alchemical Resin	7	30	Flint	15	15	Rekuta	3	70				5000	22245	23000
Argonian Chimney Stack		Fine	Woodworking	Workshop	Heartwood	4	1200	Flint	5	15	Pitch	9	100										1000	6775	7000
Argonian Counter, Long		Fine	Woodworking	Dining	Heartwood	4	1200	Flint	5	15	Pitch	9	100										1000	6775	7000
Argonian Cup, Bordered		Superior	Blacksmithing	Hearth	Regulus	7	100	Alchemical Resin	5	30	Decorative Wax	5	750	Flint	10	15	Dwarven Oil	6	22				2000	6882	7000
Argonian Cup, Short		Fine	Provisioning	Hearth	Decorative Wax	4	750	Flint	5	15	Flour	20	60										1000	5275	6000
Argonian Cup, Tall		Fine	Woodworking	Hearth	Heartwood	6	1200	Decorative Wax	4	750	Flint	5	15	Pitch	9	100							1000	12175	13000
Argonian Curtain of Smoke		Epic	Clothing	Parlor	Bast	10	30	Alchemical Resin	7	30	Decorative Wax	7	750	Flint	15	15	Sardonyx	12	2	Elegant Lining	3	300	5000	11909	12000
Argonian Curtain of the Nest		Epic	Clothing	Parlor	Bast	13	30	Alchemical Resin	10	30	Decorative Wax	7	750	Flint	15	15	Emerald	18	11	Elegant Lining	3	300	5000	12263	13000
Argonian Curtain, Woven		Superior	Clothing	Parlor	Bast	8	30	Decorative Wax	5	750	Heartwood	6	1200	Flint	10	15	Embroidery	6	21				2000	13466	14000
Argonian Curtains, Woven		Superior	Clothing	Parlor	Clean Pelt	7	8	Mundane Rune	5	1200	Decorative Wax	5	750	Flint	10	15	Embroidery	6	21				2000	12082	13000
Argonian Divider, Stretched		Epic	Clothing	Suite	Bast	9	30	Alchemical Resin	8	30	Heartwood	13	1200	Flint	15	15	Sardonyx	18	2	Elegant Lining	3	300	5000	22271	23000
Argonian Dresser, Sturdy		Superior	Woodworking	Suite	Heartwood	8	1200	Bast	6	30	Alchemical Resin	5	30	Flint	10	15	Turpen	6	30				2000	12260	13000
Argonian Dried Leaves		Fine	Woodworking	Hearth	Heartwood	4	1200	Flint	5	15	Pitch	9	100										1000	6775	7000
Argonian Drum, Ceremonial		Epic	Clothing	Undercroft	Bast	14	30	Mundane Rune	9	1200	Heartwood	9	1200	Flint	15	15	Elegant Lining	3	300				5000	28145	29000
Argonian End Table, Woven		Superior	Woodworking	Parlor	Heartwood	8	1200	Regulus	5	100	Bast	6	30	Flint	10	15	Turpen	6	30				2000	12610	13000
Argonian Gravestick		Epic	Woodworking	Undercroft	Heartwood	12	1200	Bast	8	30	Mundane Rune	8	1200	Flint	15	15	Mastic	3	1500				5000	33965	34000
Argonian Hamper, Woven		Epic	Woodworking	Hearth	Heartwood	10	1200	Bast	7	30	Mundane Rune	7	1200	Flint	15	15	Mastic	3	1500				5000	30335	31000
Argonian Jug, Ritual		Epic	Enchanting	Hearth	Mundane Rune	12	1200	Regulus	8	100	Alchemical Resin	8	30	Flint	15	15	Rekuta	3	70				5000	20875	21000
Argonian Lamp, Mud		Epic	Enchanting	Lighting	Mundane Rune	14	1200	Regulus	9	100	Alchemical Resin	9	30	Flint	15	15	Rakeipa	20	140	Rekuta	3	70	5000	26205	27000
Argonian Lamppost		Superior	Clothing	Lighting	Bast	8	30	Mundane Rune	6	1200	Alchemical Resin	5	30	Flint	10	15	Embroidery	6	21				2000	9866	10000
Argonian Lanterns, Strand		Epic	Clothing	Lighting	Bast	11	30	Mundane Rune	7	1200	Alchemical Resin	8	30	Flint	15	15	Elegant Lining	3	300	Rakeipa	5	140	5000	15795	16000
Argonian Lanterns, String		Epic	Clothing	Lighting	Bast	11	30	Mundane Rune	7	1200	Alchemical Resin	8	30	Flint	15	15	Rakeipa	4	140	Elegant Lining	3	300	5000	15655	16000
Argonian Lattice, Rough		Fine	Woodworking	Structures	Heartwood	6	1200	Regulus	3	100	Bast	4	30	Flint	5	15	Pitch	9	100				1000	9595	10000
Argonian Light, Stick		Epic	Provisioning	Lighting	Decorative Wax	10	750	Bast	6	30	Heartwood	8	1200	Flint	15	15	Frost Mirriam	3	70				5000	22715	23000
Argonian Lights, Branch		Epic	Provisioning	Lighting	Decorative Wax	10	750	Mundane Rune	6	1200	Heartwood	8	1200	Flint	15	15	Frost Mirriam	3	70				5000	29735	30000
Argonian Mat, Reed		Fine	Clothing	Suite	Bast	4	30	Flint	5	15	Hemming	9	15										1000	1330	2000
Argonian Mat, Rolled Reed		Fine	Clothing	Suite	Bast	4	30	Flint	5	15	Hemming	9	15										1000	1330	2000
Argonian Mat, Tidy Reed		Fine	Clothing	Suite	Bast	4	30	Flint	5	15	Hemming	9	15										1000	1330	2000
Argonian Medallion, Stone		Superior	Enchanting	Gallery	Mundane Rune	9	1200	Regulus	4	100	Alchemical Resin	5	30	Flint	10	15	Denata	6	8				2000	13548	14000
Argonian Mortar and Pestle, Bone		Epic	Enchanting	Hearth	Mundane Rune	12	1200	Alchemical Resin	9	30	Decorative Wax	7	750	Flint	15	15	Fire Opal	16	4	Rekuta	3	70	5000	25419	26000
Argonian Mortar, Bone		Epic	Enchanting	Hearth	Mundane Rune	11	1200	Alchemical Resin	8	30	Decorative Wax	7	750	Flint	15	15	Fire Opal	14	4	Rekuta	3	70	5000	24181	25000
Argonian Mug, Tooth		Fine	Woodworking	Hearth	Heartwood	6	1200	Mundane Rune	4	1200	Alchemical Resin	4	30	Flint	5	15	Pitch	9	100				1000	14095	15000
Argonian Pan, Frying		Fine	Enchanting	Hearth	Mundane Rune	4	1200	Flint	5	15	Jejota	9	2										1000	5893	6000
Argonian Pedestal, Altar		Epic	Enchanting	Undercroft	Mundane Rune	13	1200	Regulus	11	100	Alchemical Resin	6	30	Flint	15	15	Rekuta	3	70				5000	22315	23000
Argonian Pestle, Bone		Epic	Alchemy	Hearth	Alchemical Resin	10	30	Mundane Rune	7	1200	Decorative Wax	7	750	Flint	15	15	Fire Opal	12	4				5000	19223	20000
Argonian Pole, Split		Fine	Woodworking	Hearth	Heartwood	7	1200	Flint	5	15	Pitch	9	100										1000	10375	11000
Argonian Post, Frilled		Epic	Provisioning	Courtyard	Decorative Wax	10	750	Bast	7	30	Heartwood	7	1200	Flint	15	15	Frost Mirriam	3	70				5000	21545	22000
Argonian Post, Rough		Fine	Woodworking	Courtyard	Heartwood	6	1200	Flint	5	15	Pitch	9	100										1000	9175	10000
Argonian Post, Sturdy		Fine	Woodworking	Courtyard	Heartwood	7	1200	Flint	5	15	Pitch	9	100										1000	10375	11000
Argonian Pot, Ritual		Epic	Enchanting	Undercroft	Mundane Rune	12	1200	Regulus	8	100	Bast	8	30	Flint	15	15	Rekuta	3	70				5000	20875	21000
Argonian Rack, Drying		Superior	Clothing	Hearth	Bast	7	30	Mundane Rune	5	1200	Heartwood	5	1200	Flint	10	15	Embroidery	6	21				2000	14486	15000
Argonian Rack, Sturdy		Fine	Woodworking	Hearth	Heartwood	7	1200	Flint	5	15	Pitch	9	100										1000	10375	11000
Argonian Ramekin, Bordered		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Regulus	5	100	Decorative Wax	4	750	Flint	10	15	Denata	6	8				2000	16498	17000
Argonian Ramekin, Hardened		Fine	Enchanting	Hearth	Mundane Rune	4	1200	Flint	5	15	Jejota	9	2										1000	5893	6000
Argonian Relic, Basin		Epic	Enchanting	Undercroft	Mundane Rune	14	1200	Regulus	9	100	Alchemical Resin	9	30	Flint	15	15	Rekuta	3	70				5000	23405	24000
Argonian Relic, Serpent		Epic	Enchanting	Undercroft	Mundane Rune	12	1200	Regulus	8	100	Alchemical Resin	8	30	Flint	15	15	Rekuta	3	70				5000	20875	21000
Argonian Relic, Small Serpent		Epic	Enchanting	Undercroft	Mundane Rune	11	1200	Regulus	7	100	Alchemical Resin	8	30	Flint	15	15	Rekuta	3	70				5000	19575	20000
Argonian Scaleskin, Faded		Superior	Clothing	Suite	Clean Pelt	8	8	Flint	10	15	Embroidery	6	21	Decorative Wax	5	750							2000	6090	7000
Argonian Scaleskin, Pale		Superior	Clothing	Suite	Bast	8	30	Flint	10	15	Embroidery	6	21	Decorative Wax	5	750							2000	6266	7000
Argonian Scaleskin, Striped		Superior	Clothing	Suite	Bast	7	30	Flint	10	15	Fire Opal	8	4	Embroidery	6	21							2000	2518	3000
Argonian Seat of Authority		Epic	Clothing	Dining	Bast	13	30	Decorative Wax	9	750	Heartwood	8	1200	Flint	15	15	Ruby	18	10	Elegant Lining	3	300	5000	23045	24000
Argonian Seat of Comfort		Epic	Clothing	Dining	Bast	12	30	Alchemical Resin	8	30	Decorative Wax	8	750	Flint	15	15	Ruby	16	10	Elegant Lining	3	300	5000	12885	13000
Argonian Seat of Honor		Epic	Clothing	Dining	Bast	12	30	Decorative Wax	8	750	Heartwood	8	1200	Flint	15	15	Ruby	16	10	Elegant Lining	3	300	5000	22245	23000
Argonian Shelf, Woven		Superior	Woodworking	Library	Heartwood	8	1200	Bast	6	30	Alchemical Resin	5	30	Flint	10	15	Turpen	6	30				2000	12260	13000
Argonian Shelves, Full		Fine	Clothing	Library	Bast	6	30	Flint	5	15	Hemming	9	15										1000	1390	2000
Argonian Shelves, Half		Fine	Clothing	Library	Bast	5	30	Flint	5	15	Hemming	9	15										1000	1360	2000
Argonian Skull, Crocodile		Epic	Provisioning	Undercroft	Decorative Wax	10	750	Mundane Rune	7	1200	Alchemical Resin	7	30	Flint	15	15	Frost Mirriam	3	70				5000	21545	22000
Argonian Skull, Lizard		Epic	Provisioning	Undercroft	Decorative Wax	10	750	Mundane Rune	7	1200	Alchemical Resin	7	30	Flint	15	15	Frost Mirriam	3	70				5000	21545	22000
Argonian Snakes in a Basket		Superior	Woodworking	Hearth	Heartwood	7	1200	Bast	6	30	Alchemical Resin	4	30	Flint	10	15	Turpen	6	30				2000	11030	12000
Argonian Snakes on a Rope		Fine	Provisioning	Hearth	Decorative Wax	4	750	Flint	5	15	Flour	20	60										1000	5275	6000
Argonian Stool, Roped		Fine	Woodworking	Workshop	Heartwood	5	1200	Flint	5	15	Pitch	9	100										1000	7975	8000
Argonian Stool, Woven		Superior	Woodworking	Workshop	Heartwood	7	1200	Regulus	5	100	Bast	5	30	Flint	10	15	Turpen	6	30				2000	11380	12000
Argonian Table, Formal		Superior	Woodworking	Dining	Heartwood	9	1200	Regulus	6	100	Bast	6	30	Flint	10	15	Turpen	6	30				2000	13910	14000
Argonian Table, Horn		Epic	Woodworking	Dining	Heartwood	11	1200	Flint	15	15	Mundane Rune	8	1200	Decorative Wax	7	750	Mastic	3	1500				5000	37775	38000
Argonian Table, Rough		Fine	Woodworking	Dining	Heartwood	6	1200	Flint	5	15	Pitch	9	100										1000	9175	10000
Argonian Tarp, Sturdy		Fine	Clothing	Structures	Bast	5	30	Flint	5	15	Hemming	9	15										1000	1360	2000
Argonian Tarp, Woven		Fine	Clothing	Structures	Bast	5	30	Flint	5	15	Hemming	9	15										1000	1360	2000
Argonian Tent, Reed		Fine	Woodworking	Structures	Heartwood	7	1200	Bast	4	30	Flint	5	15	Pitch	9	100							1000	10495	11000
Argonian Tile, Inscribed		Epic	Enchanting	Structures	Mundane Rune	12	1200	Regulus	8	100	Alchemical Resin	8	30	Flint	15	15	Rekuta	3	70				5000	20875	21000
Argonian Totem of Skulls		Epic	Provisioning	Undercroft	Decorative Wax	10	750	Mundane Rune	7	1200	Heartwood	7	1200	Flint	15	15	Frost Mirriam	3	70				5000	29735	30000
Argonian Totem of the Snake		Epic	Provisioning	Undercroft	Decorative Wax	10	750	Mundane Rune	6	1200	Heartwood	8	1200	Flint	15	15	Ruby	12	10	Frost Mirriam	3	70	5000	29855	30000
Argonian Totem, Frilled Skull		Superior	Provisioning	Undercroft	Decorative Wax	7	750	Mundane Rune	5	1200	Heartwood	5	1200	Flint	10	15	Bervez Juice	3	150				2000	19850	20000
Argonian Totem, Painted Skull		Superior	Provisioning	Undercroft	Decorative Wax	8	750	Mundane Rune	6	1200	Heartwood	5	1200	Flint	10	15	Bervez Juice	3	150				2000	21800	22000
Argonian Tray, Woven		Superior	Clothing	Hearth	Bast	7	30	Mundane Rune	5	1200	Heartwood	5	1200	Flint	10	15	Embroidery	6	21				2000	14486	15000
Argonian Tree of Lights		Epic	Provisioning	Lighting	Decorative Wax	10	750	Mundane Rune	6	1200	Heartwood	7	1200	Flint	15	15	Frost Mirriam	3	70				5000	28535	29000
Argonian Trunk, Painted		Epic	Woodworking	Suite	Heartwood	13	1200	Clean Pelt	9	8	Alchemical Resin	8	30	Flint	15	15	Ruby	18	10	Mastic	3	1500	5000	25817	26000
Argonian Trunk, Sturdy		Superior	Woodworking	Suite	Heartwood	9	1200	Regulus	4	100	Mundane Rune	5	1200	Flint	10	15	Turpen	6	30				2000	19530	20000
Argonian Urn, Clawfoot		Superior	Enchanting	Undercroft	Mundane Rune	10	1200	Regulus	5	100	Decorative Wax	5	750	Flint	10	15	Denata	6	8				2000	18448	19000
Argonian Wind Chimes		Superior	Woodworking	Undercroft	Heartwood	9	1200	Bast	6	30	Decorative Wax	6	750	Flint	10	15	Bervez Juice	6	150				2000	18530	19000
Artist's Palette, Pigment		Legendary	Alchemy	Parlor	Regulus	13	100	Alchemical Resin	13	30	Mundane Rune	13	1200	Decorative Wax	11	750	Night Pumice	2	1200	Clam Gall	5	4000	10000	57940	58000
Ashlander Cup, Empty		Superior	Woodworking	Hearth	Heartwood	8	1200	Decorative Wax	5	750	Ash Canvas	1	25	Turpen	6	30							2000	15555	16000
Ashlander Cup, Mazte		Superior	Woodworking	Hearth	Heartwood	9	1200	Decorative Wax	6	750	Ash Canvas	1	25	Turpen	6	30							2000	17505	18000
Ashlander Platter, Bread and Cheese		Superior	Provisioning	Hearth	Mundane Rune	5	1200	Decorative Wax	9	750	Heartwood	4	1200	Ash Canvas	1	25	Bervez Juice	3	150				2000	20025	21000
Ashlander Platter, Ceramic		Superior	Provisioning	Hearth	Heartwood	4	1200	Mundane Rune	5	1200	Decorative Wax	9	750	Ash Canvas	1	25	Bervez Juice	3	150				2000	20025	21000
Ayleid Bench, Carved		Superior	Enchanting	Dining	Mundane Rune	9	1200	Regulus	4	100	Alchemical Resin	6	30	Palladium	12	16	Denata	6	8				2000	13620	14000
Ayleid Bookcase, Cluttered		Epic	Enchanting	Library	Mundane Rune	12	1200	Bast	7	30	Alchemical Resin	7	30	Decorative Wax	6	750	Palladium	16	16	Rekuta	3	70	5000	24786	25000
Ayleid Bookshelf, Cluttered		Epic	Enchanting	Library	Mundane Rune	11	1200	Bast	7	30	Alchemical Resin	6	30	Decorative Wax	6	750	Palladium	14	16	Rekuta	3	70	5000	23524	24000
Ayleid Brazier, Fiery		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	9	1200	Alchemical Resin	8	30	Palladium	18	16	Grain Solvent	3	700				5000	19728	20000
Ayleid Brazier, Welkynd Holder		Superior	Blacksmithing	Gallery	Regulus	9	100	Mundane Rune	7	1200	Palladium	12	16	Dwarven Oil	6	22							2000	11624	12000
Ayleid Table, Carved		Superior	Enchanting	Dining	Mundane Rune	10	1200	Regulus	5	100	Alchemical Resin	5	30	Palladium	14	16	Denata	6	8				2000	14922	15000
Baked Potato, Display		Superior	Provisioning	Hearth	Decorative Wax	7	750	Alchemical Resin	5	30	Nickel	10	15	Potato	8	36	Bervez Juice	3	150				2000	8288	9000
Banana, Wax		Fine	Provisioning	Hearth	Decorative Wax	4	750	Nickel	5	15	Bananas	4	11	Flour	20	60							1000	5319	6000
Basket of Apples		Superior	Provisioning	Hearth	Decorative Wax	8	750	Nickel	10	15	Apples	10	8	Heartwood	6	1200	Bervez Juice	3	150				2000	15880	16000
Basket of Apples, Full		Superior	Provisioning	Hearth	Decorative Wax	8	750	Nickel	10	15	Apples	10	8	Heartwood	7	1200	Bervez Juice	3	150				2000	17080	18000
Basket of Corn		Superior	Provisioning	Hearth	Decorative Wax	10	750	Bast	8	30	Alchemical Resin	6	30	Nickel	10	15	Corn	12	10	Bervez Juice	3	150	2000	10640	11000
Basket of Gourds		Superior	Provisioning	Hearth	Decorative Wax	8	750	Nickel	10	15	Yerba Mate	10	5	Heartwood	6	1200	Bervez Juice	3	150				2000	15850	16000
Basket of Lettuce		Superior	Provisioning	Hearth	Decorative Wax	8	750	Nickel	10	15	Greens	10	10	Heartwood	6	1200	Bervez Juice	3	150				2000	15900	16000
Basket of Tomatoes		Superior	Provisioning	Hearth	Decorative Wax	10	750	Bast	8	30	Alchemical Resin	6	30	Nickel	10	15	Tomato	12	10	Bervez Juice	3	150	2000	10640	11000
Beet String, Display		Fine	Provisioning	Hearth	Decorative Wax	3	750	Nickel	5	15	Beets	2	7	Flour	20	60							1000	4539	5000
Beets, Display		Fine	Provisioning	Hearth	Decorative Wax	3	750	Nickel	5	15	Beets	2	7	Flour	20	60							1000	4539	5000
Blackreach Geode, Iridescent		Legendary	Jewelry																				10000	10000	10000
Book Row, Levitating		Fine	Enchanting	Library	Mundane Rune	7	1200	Vitrified Malondo	2	650	Jejota	9	2										1000	10718	11000
Book Stack, Levitating		Fine	Enchanting	Library	Mundane Rune	7	1200	Vitrified Malondo	2	650	Jejota	9	2										1000	10718	11000
Bottle, Elixir		Epic	Alchemy	Hearth	Alchemical Resin	11	30	Mundane Rune	8	1200	Decorative Wax	7	750	Nickel	15	15							5000	20405	21000
Bottle, Liquor		Epic	Alchemy	Hearth	Alchemical Resin	11	30	Mundane Rune	8	1200	Decorative Wax	7	750	Nickel	15	15							5000	20405	21000
Bottle, Poison Elixir		Legendary	Alchemy	Hearth	Alchemical Resin	13	30	Mundane Rune	11	1200	Decorative Wax	11	750	Heartwood	11	1200	Nickel	20	15	Nightshade	16	200	10000	48540	49000
Bottle, Wine		Epic	Alchemy	Hearth	Alchemical Resin	11	30	Mundane Rune	6	1200	Decorative Wax	9	750	Nickel	15	15							5000	19505	20000
Bowl of Grubs		Fine	Woodworking	Hearth	Heartwood	5	1200	Hackwing Plumage	1	3500	Pitch	9	100										1000	11400	12000
Bowl of Guts		Fine	Provisioning	Hearth	Decorative Wax	4	750	Heartwood	4	1200	Hackwing Plumage	1	3500	Flour	20	60							1000	13500	14000
Bowl of Worms		Fine	Provisioning	Hearth	Decorative Wax	4	750	Heartwood	4	1200	Hackwing Plumage	1	3500	Flour	20	60							1000	13500	14000
Bowl of Worms, Large		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Hackwing Plumage	1	3500	Bervez Juice	3	150							2000	18400	19000
Bowl, Serving		Fine	Blacksmithing	Hearth	Regulus	3	100	Nickel	5	15	Honing Stone	9	16										1000	1519	2000
Box of Plums		Superior	Provisioning	Hearth	Decorative Wax	10	750	Alchemical Resin	7	30	Heartwood	7	1200	Nickel	10	15	Apples	12	8	Bervez Juice	3	150	2000	18806	19000
Bread Loaves, Round		Superior	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	7	1200	Alchemical Resin	7	30	Nickel	10	15	Bervez Juice	3	150				2000	18710	19000
Bread, Braided		Superior	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	7	1200	Alchemical Resin	7	30	Nickel	10	15	Bervez Juice	3	150				2000	18710	19000
Bread, Hearty Loaves		Superior	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	7	1200	Alchemical Resin	7	30	Nickel	10	15	Bervez Juice	3	150				2000	18710	19000
Bread, Round		Superior	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	7	1200	Alchemical Resin	7	30	Nickel	10	15	Bervez Juice	3	150				2000	18710	19000
Breton Amphora, Ceramic		Fine	Enchanting	Hearth	Mundane Rune	6	1200	Regulus	4	100	Molybdenum	5	15	Jejota	9	2							1000	8693	9000
