Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Breton Counter, Cabinet	Epic	Dining	8.0				13.0	9.0			Homestead	30.0
Breton Counter, Corner	Epic	Dining	8.0				13.0	9.0			Homestead	30.0
Breton Counter, Long Cabinet	Superior	Dining	5.0				7.0	5.0			Homestead	17.0
Breton Cradle, Infant	Epic	Suite					10.0	7.0	13.0		Homestead	30.0
Breton Cupboard, Knotwork	Superior	Hearth	7.0				11.0	8.0			Homestead	26.0
Breton Curio, Knotwork	Epic	Hearth	9.0				13.0	8.0			Homestead	30.0
Breton Curtains, Window	Epic	Parlor	8.0			8.0			12.0		Homestead	28.0
Breton Desk	Fine	Library					7.0				Homestead	7.0
Breton Desk, Knotwork	Superior	Library	7.0				11.0	7.0			Homestead	25.0
Breton Desk, Scholar's	Epic	Library	8.0				12.0	8.0			Homestead	28.0
Breton Divider, Curved Knotwork	Epic	Suite	9.0				14.0	9.0			Homestead	32.0
Breton Divider, Folded Knotwork	Epic	Suite	8.0				13.0	9.0			Homestead	30.0
Breton Drapes, Grand	Epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Breton Dresser, Knotwork	Epic	Suite	8.0				13.0	9.0			Homestead	30.0
Breton Dresser, Open	Fine	Suite					7.0				Homestead	7.0
Breton Figure, Stone	Epic	Courtyard	8.0			13.0		9.0			Homestead	30.0
Breton Footlocker, Knotwork	Epic	Suite	8.0				12.0	8.0			Homestead	28.0
Breton Hutch, Knotwork	Superior	Hearth	7.0				11.0	7.0			Homestead	25.0
Breton Lamp, Hanging	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Breton Lamp, Oil	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Breton Lightpost, Arched	Superior	Lighting				6.0	6.0	9.0			Homestead	21.0
Breton Lightpost, Single	Fine	Lighting	4.0				7.0				Homestead	11.0
Breton Medallion, Lion	Epic	Gallery	9.0			9.0		14.0			Homestead	32.0
Breton Mirror, Knotwork	Epic	Suite	12.0			7.0	9.0				Homestead	28.0
Breton Nightstand, Knotwork	Epic	Suite	8.0				12.0	8.0			Homestead	28.0
Breton Nightstand, Open	Fine	Suite					6.0				Homestead	6.0
Breton Pew, Knotwork	Superior	Dining	6.0				10.0	7.0			Homestead	23.0
Breton Pew, Windowed	Fine	Dining					6.0				Homestead	6.0
Breton Pitcher, Ceramic	Fine	Hearth		4.0							Homestead	4.0
Breton Pottery, Lid	Superior	Hearth		7.0		5.0		5.0			Homestead	17.0
Breton Rack, Barrel	Fine	Hearth					6.0				Homestead	6.0
Breton Rack, Wine	Superior	Hearth		7.0			11.0	8.0			Homestead	26.0
Breton Rug, Bordered	Epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Breton Rug, Starburst	Superior	Parlor	6.0			6.0			9.0		Homestead	21.0
Breton Runner, Bordered	Epic	Parlor	8.0			8.0			12.0		Homestead	28.0
Breton Sconce, Floor	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Breton Sconce, Grand	Epic	Lighting		8.0				12.0	8.0		Homestead	28.0
Breton Sconce, Sturdy Torch	Fine	Lighting	4.0			4.0		6.0			Homestead	14.0
Breton Sconce, Torch	Fine	Lighting				3.0		5.0			Homestead	8.0
Breton Sconce, Wall	Epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Breton Shelf, Barrel Rack	Superior	Hearth	6.0				7.0	10.0			Homestead	23.0
Breton Shelf, Long	Fine	Library					4.0				Homestead	4.0
Breton Shelf, Scrolled	Superior	Library	5.0				7.0	5.0			Homestead	17.0
Breton Shelves, Double	Fine	Library					6.0				Homestead	6.0
Breton Sideboard, Knotwork	Epic	Hearth	8.0				13.0	9.0			Homestead	30.0
Breton Stall, Merchant	Fine	Structures					6.0				Homestead	6.0
Breton Stall, Vending	Superior	Structures	5.0				13.0	11.0			Homestead	29.0
Breton Stool, Padded	Epic	Workshop					12.0	8.0	8.0		Homestead	28.0
Breton Stool, Plain	Superior	Workshop	5.0				8.0	6.0			Homestead	19.0
Breton Street Post, Plain	Fine	Courtyard				5.0	7.0				Homestead	12.0
Breton Street Post, Stone	Fine	Courtyard				6.0	7.0				Homestead	13.0
Breton Streetlight, Arched Stone	Superior	Lighting				7.0	6.0	10.0			Homestead	23.0
Breton Streetlight, Full	Epic	Lighting				9.0	9.0	14.0			Homestead	32.0
Breton Streetlight, Full Stone	Epic	Lighting				8.0	9.0	13.0			Homestead	30.0
Breton Streetlight, Paired	Superior	Lighting				5.0	8.0	10.0			Homestead	23.0
Breton Streetlight, Paired Stone	Superior	Lighting				8.0	8.0	13.0			Homestead	29.0
Breton Table, Dining	Fine	Dining					5.0				Homestead	5.0
Breton Table, Formal	Epic	Dining	8.0				13.0	9.0			Homestead	30.0
Breton Table, Kitchen	Fine	Dining					5.0				Homestead	5.0
Breton Table, Round	Superior	Parlor	7.0				9.0	5.0			Homestead	21.0
Breton Table, Square	Superior	Dining	5.0				8.0	6.0			Homestead	19.0
Breton Tablecloth, Blue	Epic	Miscellaneous	8.0			8.0			13.0		Homestead	29.0
Breton Tablecloth, Striped	Epic	Miscellaneous	8.0			8.0			12.0		Homestead	28.0
Breton Tapestry, Boughs	Epic	Parlor	10.0					8.0	14.0		Homestead	32.0
Breton Tapestry, Vines	Epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Breton Throne	Legendary	Gallery				13.0	15.0	9.0	13.0		Homestead	50.0
Breton Trestle, Formal	Epic	Dining	8.0				12.0	8.0			Homestead	28.0
Breton Trestle, Sturdy	Fine	Dining					6.0				Homestead	6.0
Breton Urn Lid, Striated	Epic	Undercroft		7.0		8.0		11.0			Homestead	26.0
Breton Urn, Glazed	Superior	Hearth		7.0		5.0		5.0			Homestead	17.0
Breton Urn, Striated	Epic	Hearth	8.0			11.0		7.0			Homestead	26.0
Breton Vase, Ceramic	Fine	Parlor		5.0				4.0			Homestead	9.0
Breton Vase, Delicate	Epic	Parlor	8.0			12.0		8.0			Homestead	28.0
Breton Vase, Glazed	Superior	Parlor	5.0	7.0				5.0			Homestead	17.0
Cabinet, Poisonmaker's	Legendary	Hearth	11.0	11.0		11.0	15.0				Homestead	48.0
Cage, Covered	Epic	Undercroft	9.0			9.0		14.0			Homestead	32.0
Cage, Wild Animal	Epic	Undercroft				7.0	11.0	14.0			Homestead	32.0
Candle Set, Ritual	Superior	Lighting	8.0	10.0		6.0					Homestead	24.0
Candle, Group	Superior	Lighting	5.0	7.0		5.0					Homestead	17.0
Carrots, Wax	Fine	Hearth		3.0							Homestead	3.0
Cart, Sided	Superior	Courtyard					9.0				Homestead	9.0
Case of Vials	Legendary	Workshop	13.0			13.0	13.0	13.0			Homestead	52.0
Cauldron of Soup	Superior	Hearth		8.0				7.0			Homestead	15.0
Cauldron of Stew	Superior	Hearth		8.0				7.0			Homestead	15.0
Cauldron, Covered	Superior	Hearth		6.0				9.0			Homestead	15.0
Chair, Carved	Superior	Dining				5.0	8.0	5.0			Homestead	18.0
Cheese Wedge	Superior	Hearth	4.0	6.0							Homestead	10.0
Cleaver, Butcher's	Superior	Hearth					6.0	8.0			Homestead	14.0
Clockwork Barrel, Sealed	Fine	Workshop				3.0		5.0			Morrowind / Clockwork	8.0
Clockwork Barrel, Wide	Fine	Workshop				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Bowl, Large Nutriment Paste	Superior	Hearth		7.0				5.0			Morrowind / Clockwork	12.0
Clockwork Bowl, Nutriment Paste	Fine	Hearth		5.0				3.0			Morrowind / Clockwork	8.0
Clockwork Cabinet, Sequence Plaque	Epic	Library	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Chair, Practical	Superior	Dining				6.0		9.0			Morrowind / Clockwork	15.0
Clockwork Chair, Reinforced	Epic	Dining	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Charging Station, Animo Core	Epic	Workshop	7.0			9.0		12.0			Morrowind / Clockwork	28.0
Clockwork Charging Station, Factotum	Epic	Workshop	7.0			9.0		12.0			Morrowind / Clockwork	28.0
Clockwork Coffer, Robust	Superior	Suite				6.0		9.0			Morrowind / Clockwork	15.0
Clockwork Control Panel, Single	Epic	Workshop	6.0			12.0		10.0			Morrowind / Clockwork	28.0
Clockwork Crate, Large Closed	Fine	Workshop				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Crate, Large Open	Fine	Workshop				3.0		5.0			Morrowind / Clockwork	8.0
Clockwork Crate, Square	Fine	Workshop				3.0		5.0			Morrowind / Clockwork	8.0
Clockwork Crate, Wide	Fine	Workshop				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Cup, Empty	Fine	Hearth						5.0			Morrowind / Clockwork	5.0
Clockwork Cup, Recycled Water	Fine	Hearth		5.0				3.0			Morrowind / Clockwork	8.0
Clockwork Drafting Table, Flat	Superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Drafting Table, Raised	Epic	Library	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Flask Stand, Short	Fine	Workshop						5.0			Morrowind / Clockwork	5.0
Clockwork Flask Stand, Tall	Fine	Workshop						5.0			Morrowind / Clockwork	5.0
Clockwork Furnace, Socketed	Epic	Workshop	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Goblet, Empty	Superior	Hearth		7.0				8.0			Morrowind / Clockwork	15.0
Clockwork Goblet, Recycled Water	Superior	Hearth		8.0				7.0			Morrowind / Clockwork	15.0
Clockwork Illuminator, Capsule Tower	Epic	Lighting	7.0			13.0		10.0			Morrowind / Clockwork	30.0
Clockwork Illuminator, Compact	Superior	Lighting				10.0		8.0			Morrowind / Clockwork	18.0
Clockwork Illuminator, Compact Stand	Superior	Lighting				10.0		8.0			Morrowind / Clockwork	18.0
Clockwork Illuminator, Personal Desk	Epic	Lighting	6.0			12.0		10.0			Morrowind / Clockwork	28.0
Clockwork Illuminator, Powered Capsule	Epic	Lighting	7.0			13.0		10.0			Morrowind / Clockwork	30.0
Clockwork Illuminator, Solitary Capsule	Superior	Lighting				9.0		7.0			Morrowind / Clockwork	16.0
Clockwork Keg, Sturdy	Fine	Hearth				3.0		6.0			Morrowind / Clockwork	9.0
Clockwork Lamppost, Gas	Superior	Lighting	9.0					6.0			Morrowind / Clockwork	15.0
Clockwork Lectern, Empty	Superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Meal, Dish	Superior	Hearth		7.0				7.0			Morrowind / Clockwork	14.0
Clockwork Meal, Plate	Superior	Hearth		7.0				7.0			Morrowind / Clockwork	14.0
Clockwork Measuring Cup, Sintered	Fine	Hearth				5.0		3.0			Morrowind / Clockwork	8.0
Clockwork Mortar And Pestle, Sintered	Superior	Workshop				8.0		5.0			Morrowind / Clockwork	13.0
Clockwork Mug, Reinforced	Epic	Hearth		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Clockwork Nightstand, Octagonal	Superior	Suite				6.0		8.0			Morrowind / Clockwork	14.0
Clockwork Paste Dispenser, Empty	Epic	Workshop	7.0	10.0				9.0			Morrowind / Clockwork	26.0
Clockwork Pump, Vertical	Epic	Workshop	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Clockwork Scales, Precision Calibrated	Epic	Workshop	8.0			9.0		13.0			Morrowind / Clockwork	30.0
Clockwork Sequence Plaque, Single	Fine	Library				5.0		6.0			Morrowind / Clockwork	11.0
Clockwork Sequence Plaques, Folded	Superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Sequence Plaques, Unfolded	Superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Sequence Spool, Single	Superior	Library				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Sequence Spool, Triple	Epic	Library	6.0			10.0		12.0			Morrowind / Clockwork	28.0
Clockwork Shelf, Wall	Fine	Library						5.0			Morrowind / Clockwork	5.0
Clockwork Somnolostation	Superior	Suite				6.0		9.0			Morrowind / Clockwork	15.0
Clockwork Stool, Practical	Fine	Workshop						5.0			Morrowind / Clockwork	5.0
Clockwork Surveyor's Tripod, Calibrated	Superior	Workshop				7.0		9.0			Morrowind / Clockwork	16.0
Clockwork Switch, Sturdy	Superior	Workshop				9.0		7.0			Morrowind / Clockwork	16.0
Clockwork Table, Beveled	Superior	Dining				6.0		8.0			Morrowind / Clockwork	14.0
Clockwork Table, Grand	Epic	Dining	6.0			11.0		13.0			Morrowind / Clockwork	30.0
Clockwork Table, Octagonal	Fine	Dining						5.0			Morrowind / Clockwork	5.0
Clockwork Vent, Octagonal Fan	Superior	Workshop	6.0					9.0			Morrowind / Clockwork	15.0
Clockwork Wall Machinery, Arched	Epic	Workshop	7.0			9.0		12.0			Morrowind / Clockwork	28.0
Clockwork Wardrobe, Precision Engineered	Superior	Suite				7.0		10.0			Morrowind / Clockwork	17.0
Clothier’s Form, Brass	Legendary	Workshop				9.0	9.0	13.0	15.0		Dragon Bones	46.0
Coffin, Case	Epic	Undercroft	5.0				9.0	5.0			Homestead	19.0
Coffin, Lid	Epic	Undercroft	5.0				9.0	5.0			Homestead	19.0
Common Barrel, Sealed	Fine	Workshop					5.0				Homestead	5.0
Common Basket, Closed	Fine	Hearth							5.0		Homestead	5.0
Common Basket, Lid	Fine	Hearth							3.0		Homestead	3.0
Common Basket, Open	Fine	Hearth							3.0		Homestead	3.0
Common Basket, Tall	Fine	Hearth							6.0		Homestead	6.0
Common Bookrest, Practical	Fine	Library				3.0					Homestead	3.0
Common Bowl of Soup, Display	Fine	Hearth		3.0							Homestead	3.0
Common Bowl of Stew, Display	Fine	Hearth		3.0							Homestead	3.0
Common Bucket, Basic	Fine	Hearth					4.0				Homestead	4.0
Common Bucket, Rope	Fine	Hearth					4.0				Homestead	4.0
Common Cage, Hunting	Fine	Workshop					3.0	5.0			Homestead	8.0
Common Candle, Lasting	Fine	Lighting		3.0		2.0					Homestead	5.0
Common Candle, Set	Fine	Lighting		4.0							Homestead	4.0
Common Candles, Pair	Fine	Lighting		3.0							Homestead	3.0
Common Cargo, Covered	Fine	Workshop					5.0				Homestead	5.0
Common Cargo, Reinforced	Fine	Workshop					5.0	3.0			Homestead	8.0
Common Cargo, Sealed	Fine	Workshop					5.0	3.0			Homestead	8.0
Common Cleaver, Cooking	Fine	Hearth						3.0			Homestead	3.0
Common Counter, Island Stall	Fine	Dining					7.0				Homestead	7.0
Common Crate, Sealed	Fine	Workshop					6.0				Homestead	6.0
Common Inkwell, Practical	Fine	Library						3.0			Homestead	3.0
Common Lantern, Hanging	Fine	Lighting				2.0		3.0			Homestead	5.0
Common Lantern, Stationary	Fine	Lighting						3.0			Homestead	3.0
Common Pack, Backpack	Fine	Hearth							3.0		Homestead	3.0
Common Pack, Satchel	Fine	Hearth							3.0		Homestead	3.0
Common Plate, Setting	Fine	Hearth						3.0			Homestead	3.0
Common Plate, Simple	Fine	Hearth						3.0			Homestead	3.0
Common Platter, Serving	Fine	Hearth						4.0			Homestead	4.0
Common Post, Flag Pole	Fine	Courtyard						4.0			Homestead	4.0
Common Post, Sign Holder	Fine	Courtyard						5.0			Homestead	5.0
Common Pot, Cooking	Fine	Hearth		3.0				3.0			Homestead	6.0
Common Quill, Feather	Fine	Library	5.0	3.0							Homestead	8.0
Common Skillet, Practical	Fine	Hearth						3.0			Homestead	3.0
Common Table, Slanted	Fine	Dining					2.0				Homestead	2.0
Common Trap, Hunting	Fine	Workshop					3.0	5.0			Homestead	8.0
Common Trough	Fine	Workshop					3.0				Homestead	3.0
Common Washtub, Empty	Fine	Hearth					4.0				Homestead	4.0
Common Wheelbarrow, Barrel	Fine	Workshop					7.0				Homestead	7.0
Common Wheelbarrow, Flat	Fine	Courtyard					6.0				Homestead	6.0
Common Wheelbarrow, Sided	Fine	Courtyard					7.0				Homestead	7.0
Cured Meat	Superior	Hearth		10.0							Homestead	10.0
Cured Meat Chunk	Superior	Hearth		10.0							Homestead	10.0
Cured Meat Chunks	Superior	Hearth		10.0							Homestead	10.0
Cured Meat Hock	Superior	Hearth		10.0							Homestead	10.0
Cured Meat Pile	Superior	Hearth		10.0							Homestead	10.0
Cured Meat Shank	Superior	Hearth	7.0	9.0		6.0					Homestead	22.0
Cured Meats	Superior	Hearth		10.0							Homestead	10.0
Daedric Base, Ashen	Epic	Structures	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Daedric Bench, Ashen	Superior	Dining					6.0	9.0	6.0		Morrowind / Clockwork	21.0
Daedric Brazier, Coldharbour	Superior	Lighting				7.0		9.0			Morrowind / Clockwork	16.0
Daedric Brazier, Standing	Epic	Lighting	12.0			9.0		7.0			Morrowind / Clockwork	28.0
Daedric Brazier, Table	Epic	Lighting	11.0			7.0		8.0			Morrowind / Clockwork	26.0
Daedric Cage, Hanging	Epic	Undercroft	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Daedric Candles, Group	Epic	Lighting	8.0	10.0		6.0					Morrowind / Clockwork	24.0
Daedric Candles, Ritual Set	Epic	Lighting	6.0	10.0		8.0					Morrowind / Clockwork	24.0
Daedric Chandelier, Ritual	Epic	Lighting	9.0			7.0		12.0			Morrowind / Clockwork	28.0
Daedric Doorway, Spiked	Epic	Structures	7.0			12.0		9.0			Morrowind / Clockwork	28.0
Daedric Fence, Section	Superior	Structures				6.0		9.0			Morrowind / Clockwork	15.0
Daedric Pedestal, Ritual	Superior	Dining	5.0			7.0		9.0			Morrowind / Clockwork	21.0
Daedric Platform, Ashen	Epic	Structures	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Daedric Urn, Ashen	Epic	Undercroft	7.0			11.0		8.0			Morrowind / Clockwork	26.0
Dark Elf Armchair, Angled	Fine	Dining					5.0				Homestead	5.0
Dark Elf Basin, Ringed	Fine	Undercroft				4.0		6.0			Homestead	10.0
Dark Elf Bed, Canopy	Epic	Suite					14.0	9.0	9.0		Homestead	32.0
Dark Elf Bed, Full	Superior	Suite					9.0	7.0	13.0		Homestead	29.0
Dark Elf Bed, Single	Fine	Suite					4.0		7.0		Homestead	11.0
Dark Elf Bookcase, Sectioned	Superior	Library	5.0				9.0	7.0			Homestead	21.0
Dark Elf Candelabra, Angled	Epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Dark Elf Candle, Claw Base	Fine	Lighting				3.0		4.0			Homestead	7.0
Dark Elf Candle, Votive Tray	Epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Dark Elf Caravan, Cargo	Superior	Courtyard					13.0	8.0	8.0		Homestead	29.0
Dark Elf Carpet, Ashen	Superior	Parlor	7.0			7.0			11.0		Homestead	25.0
Dark Elf Carpet, Fungal	Superior	Parlor	5.0			6.0			8.0		Homestead	19.0
Dark Elf Carpet, Mossy	Superior	Parlor	6.0			6.0			9.0		Homestead	21.0
Dark Elf Carpet, Mottled	Fine	Parlor	4.0						6.0		Homestead	10.0
Dark Elf Carpet, Patterned	Fine	Parlor							5.0		Homestead	5.0
Dark Elf Cart, Merchant	Fine	Courtyard					7.0				Homestead	7.0
Dark Elf Cauldron, Banded	Superior	Hearth		6.0				9.0			Homestead	15.0
Dark Elf Cauldron, Ringed	Epic	Hearth	9.0			8.0		13.0			Homestead	30.0
Dark Elf Censer, Hanging	Epic	Undercroft	8.0			8.0		12.0			Homestead	28.0
Dark Elf Chair, Angled	Fine	Dining					5.0	3.0	3.0		Homestead	11.0
Dark Elf Chest of Drawers	Fine	Suite	3.0				6.0	4.0			Homestead	13.0
Dark Elf Counter, Bar	Superior	Dining	6.0				10.0	7.0			Homestead	23.0
Dark Elf Counter, Block	Epic	Dining	8.0				13.0	9.0			Homestead	30.0
Dark Elf Counter, Corner	Epic	Dining	8.0				12.0	9.0			Homestead	29.0
Dark Elf Cruet, Glass	Superior	Hearth	9.0	6.0		6.0					Homestead	21.0
Dark Elf Decanter, Glass	Superior	Hearth	9.0	6.0		6.0					Homestead	21.0
Dark Elf Desk, Angled	Superior	Library	6.0				11.0	8.0			Homestead	25.0
Dark Elf Divider, Folded	Epic	Suite	9.0				13.0	8.0			Homestead	30.0
Dark Elf Dresser, Angled	Superior	Suite					10.0				Homestead	10.0
Dark Elf End Table, Angled	Superior	Parlor	7.0				11.0	7.0			Homestead	25.0
Dark Elf Flags, Hanging	Superior	Parlor	6.0			6.0			9.0		Homestead	21.0
Dark Elf Hook, Wall	Superior	Gallery				7.0	7.0	11.0			Homestead	25.0
Dark Elf Kettle Cooker	Epic	Hearth		9.0		8.0		13.0			Homestead	30.0
Dark Elf Lantern, Ashen	Superior	Lighting	7.0			7.0		11.0			Homestead	25.0
Dark Elf Lantern, Caged	Epic	Lighting		7.0		6.0		9.0			Homestead	22.0
Dark Elf Lantern, Hanging	Epic	Lighting		7.0		6.0		9.0			Homestead	22.0
Dark Elf Lantern, Oil	Fine	Lighting	5.0			3.0					Homestead	8.0
Dark Elf Medallion, Tribunal	Epic	Gallery	9.0			9.0		14.0			Homestead	32.0
Dark Elf Nightstand, Angled	Epic	Suite	8.0				12.0	8.0			Homestead	28.0
Dark Elf Pillow, Body	Superior	Suite	5.0	6.0					8.0		Homestead	19.0
Dark Elf Pillow, Cushion	Epic	Suite	8.0			8.0			12.0		Homestead	28.0
Dark Elf Pillow, Roll	Epic	Suite	8.0			8.0			12.0		Homestead	28.0
Dark Elf Pot, Banded	Superior	Hearth	7.0			7.0		11.0			Homestead	25.0
Dark Elf Pot, Scaled	Superior	Hearth						6.0			Homestead	6.0
Dark Elf Rack, Barrel	Fine	Hearth					7.0				Homestead	7.0
Dark Elf Rug, Fungal	Epic	Parlor	7.0			7.0			10.0		Homestead	24.0
Dark Elf Rug, Mossy	Epic	Parlor	9.0			8.0			13.0		Homestead	30.0
Dark Elf Rug, Striated	Epic	Parlor	8.0			9.0			13.0		Homestead	30.0
Dark Elf Runner, Bordered	Fine	Parlor							4.0		Homestead	4.0
Dark Elf Shelf, Barrel	Superior	Library	5.0				10.0	8.0			Homestead	23.0
Dark Elf Shelf, Wall	Fine	Library	4.0				6.0	4.0			Homestead	14.0
Dark Elf Sofa, Angled	Epic	Parlor					13.0	8.0	9.0		Homestead	30.0
Dark Elf Stool, Angled	Superior	Workshop					9.0	5.0	7.0		Homestead	21.0
Dark Elf Streetlamp, Stone	Superior	Lighting				6.0	6.0	9.0			Homestead	21.0
Dark Elf Streetlamps, Stone	Superior	Lighting				7.0	7.0	11.0			Homestead	25.0
Dark Elf Streetpost, Banner	Fine	Courtyard					7.0				Homestead	7.0
Dark Elf Streetpost, Banners	Fine	Courtyard					9.0				Homestead	9.0
Dark Elf Table, Formal	Fine	Dining					6.0				Homestead	6.0
Dark Elf Table, Tea	Epic	Parlor	6.0				12.0	9.0			Homestead	27.0
Dark Elf Tapestry, Emblazoned	Fine	Parlor	4.0						7.0		Homestead	11.0
Dark Elf Tent, Canopy	Legendary		12.0		8.0			15.0	15.0		Elsweyr	50.0
Dark Elf Thurible, Caged	Epic	Undercroft	7.0	6.0				9.0			Homestead	22.0
Dark Elf Trestle, Scaled	Superior	Dining	6.0				9.0	6.0			Homestead	21.0
Dark Elf Trunk, Buckled	Epic	Suite					12.0	8.0	8.0		Homestead	28.0
Dark Elf Urn, Banded	Fine	Hearth						5.0			Homestead	5.0
Dark Elf Wagon, Merchant	Superior	Courtyard	9.0				12.0	6.0			Homestead	27.0
Dark Elf Wardrobe, Angled	Epic	Suite				8.0	13.0	9.0			Homestead	30.0
Dark Elf Wardrobe, Scaled	Superior	Suite	7.0				11.0	7.0			Homestead	25.0
Dark Elf Wine Rack, Sturdy	Superior	Hearth					7.0				Homestead	7.0
Deadlands Archway 	Epic	Structures			7.0	13.0				7.0		27.0
Deadlands Archway, Large	Superior	Structures	6.0			9.0					Deadlands	15.0
Deadlands Armoire, Etched	Epic	Suite			6.0		13.0	10.0			Deadlands	29.0
Deadlands Bench, Etched Wide	Superior	Dining				6.0		9.0			Deadlands	15.0
Deadlands Bookcase, Ashen	Superior	Library					9.0	6.0			Blackwood	15.0
Deadlands Bookcase, Etched	Superior	Library					9.0	6.0			Deadlands	15.0
Deadlands Bookcase, Large Ashen	Epic	Library				10.0	13.0		7.0		Deadlands	30.0
Deadlands Bookcase, Large Cluttered	Epic	Library				10.0	13.0		7.0		Deadlands	30.0
Deadlands Brazier, Bladed Cage	Epic	Lighting	7.0			10.0		13.0			Blackwood	30.0
Deadlands Brazier, Bladed Pillar	Epic	Lighting	7.0			10.0		13.0			Blackwood	30.0
Deadlands Brazier, Bladed Tall	Epic	Lighting	7.0			10.0		13.0			Blackwood	30.0
Deadlands Brazier, Large Etched	Epic	Lighting	7.0		7.0			13.0			Deadlands	27.0
Deadlands Candelabra, Tall	Epic	Lighting	7.0					13.0		10.0	Deadlands	30.0
Deadlands Candelabra, Tall Caged	Epic	Lighting	7.0					13.0		10.0	Deadlands	30.0
Deadlands Candleholder, Etched	Epic	Lighting	9.0		6.0			13.0			Deadlands	28.0
Deadlands Carpet, Large	Epic	Parlor			7.0			7.0	13.0		Deadlands	27.0
Deadlands Ceiling	Superior	Structures				9.0	6.0				Deadlands	15.0
Deadlands Chair, Ashen	Superior	Dining	6.0				9.0				Blackwood	15.0
Deadlands Chair, Etched	Superior	Dining					6.0	9.0			Deadlands	15.0
Deadlands Column, Heavy	Superior	Courtyard				9.0		6.0			Deadlands	15.0
Deadlands Column, Heavy Roofed	Superior	Courtyard				9.0		6.0			Deadlands	15.0
